Title,Year,Rated,Released,Season,Episode,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,seriesID,Type,Response
Cop-Con,2017,TV-14,09 May 2017,4,17,21 min,"Comedy, Crime",Giovani Lampassi,"Dan Goor, Michael Schur, Andy Gosche","Andy Samberg, Stephanie Beatriz, Terry Crews",Holt tells the squad to be on their best behavior at Cop-Con.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDRjMTkzZjUtNWM3NC00OWRhLTlkZTAtNTcwNGJhMjBmMDIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,2858,tt6435196,tt2467372,episode,True
Chasing Amy,2017,TV-14,09 May 2017,4,18,21 min,"Comedy, Crime",Luke Del Tredici,"Dan Goor, Michael Schur, Matt Lawton","Andy Samberg, Stephanie Beatriz, Terry Crews",Amy disappears just before the Sergeant exam.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjQ0NDhlNDAtMWZmYy00NjI3LTllNjAtMDEwZWQ0NzMxMGM2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,2824,tt6693362,tt2467372,episode,True
Your Honor,2017,TV-14,16 May 2017,4,19,21 min,"Comedy, Crime",N/A,N/A,N/A,Captain Holt's mother comes to the precinct for help when her house is robbed.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZTA0ZWU4N2EtNTk3ZS00ZmM1LWI1YjQtMWE2MjFjZTg4NWEyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2947,tt6693372,tt2467372,episode,True
The Slaughterhouse,2017,TV-14,16 May 2017,4,20,21 min,"Comedy, Crime",Victor Nelli Jr.,"Dan Goor, Michael Schur, Neil Campbell","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Rosa attempt to earn their idol's respect.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGJiMmM3NWYtY2UyMC00MTMzLWJlYWEtMGM5YWVmZmMzMzAyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,2763,tt6693378,tt2467372,episode,True
The Bank Job,2017,TV-14,23 May 2017,4,21,21 min,"Comedy, Crime",Matthew Nodella,"Dan Goor, Michael Schur, Carol Kolb","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Rosa learn there's more to Lieutenant Hawkins' team than meets the eye as they continue searching for bank robbers.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNmQ3ZDNiNWUtODI4MC00NDQ2LWJhYTktY2UxYzgxNTY5ZTJmXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,2847,tt6693388,tt2467372,episode,True
Crime & Punishment,2017,TV-14,23 May 2017,4,22,21 min,"Comedy, Crime",Dan Goor,"Dan Goor, Michael Schur, Justin Noble","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Rosa are framed for a crime they didn't commit.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMGZmMzI3MzktOWE0Ni00MGU2LWE5OWItNDZiZTRmNGJlMzVjXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,2992,tt6693394,tt2467372,episode,True
The Big House Pt. 1,2017,TV-14,26 Sep 2017,5,1,21 min,"Comedy, Crime",Tristram Shapeero,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Rosa each adjust differently to life in prison.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODU1NmQ5NWMtYzg0ZC00YmU3LWJkNWEtOTRkOTFiODM0MDBjXkEyXkFqcGdeQXVyMjA4MDAzNTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,3123,tt6882958,tt2467372,episode,True
The Big House Pt. 2,2017,TV-14,03 Oct 2017,5,2,22 min,"Comedy, Crime",Michael McDonald,"Dan Goor, Michael Schur, Justin Noble","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake is torn between the warden and Romero, while a local mobster claims he can prove that Hawkins is guilty.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGIzNzdkN2YtZTZlYS00ZWJhLWI1OTQtYmEwZjRlOTg0ZjY3XkEyXkFqcGdeQXVyMjA4MDAzNTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,2986,tt7207820,tt2467372,episode,True
Kicks,2017,TV-14,10 Oct 2017,5,3,22 min,"Comedy, Crime",Eric Appel,"Dan Goor, Michael Schur, Andrew Guest","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake must pass an official evaluation performed by Holt in order to solve a real case.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmUwYmMzZWYtNTgyYy00Yzg1LWI2NDEtNmNhYmIwYWM5Yzk0XkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,2706,tt7233024,tt2467372,episode,True
HalloVeen,2017,TV-14,17 Oct 2017,5,4,21 min,"Comedy, Crime",Jamie Babbit,"Dan Goor, Michael Schur, Carly Hallam","Andy Samberg, Stephanie Beatriz, Terry Crews","The Nine-Nine has their fifth annual Halloween heist, and everyone has until midnight to claim the title of ""Amazing Human/Genius"".",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2Q2ZmJlMjUtYjJmOC00OWVmLWEzNzItNjZkMDM0ZTBjM2ViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.4/10'}]",N/A,9.4,6077,tt7233026,tt2467372,episode,True
Bad Beat,2017,TV-14,07 Nov 2017,5,5,21 min,"Comedy, Crime",Kat Coiro,"Dan Goor, Michael Schur, Carol Kolb","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake, Terry and Holt go undercover at an illegal gambling club to track down an arms dealer.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzUzZGVlYjMtZGM1Ny00ZjcwLWJjMTYtYWZlMjk4NmM3ZWE4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2840,tt7354124,tt2467372,episode,True
The Venue,2017,TV-14,14 Nov 2017,5,6,21 min,"Comedy, Crime",Cortney Carrillo,"Dan Goor, Michael Schur, Matt Lawton","Andy Samberg, Stephanie Beatriz, Terry Crews",The Vulture returns and threatens to take away something important from Jake and Amy.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDU5NWRhNDUtMjRkMy00MGMxLWFiZTgtZTc1YjFhZGMwYWNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,2818,tt7354130,tt2467372,episode,True
Two Turkeys,2017,TV-14,21 Nov 2017,5,7,21 min,"Comedy, Crime",Alex Reid,"Dan Goor, Michael Schur, Carly Hallam","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Amy bring their parents together for Thanksgiving.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmFlODAxNzItNDc2MS00YWIxLWEyMjItNzRjOTUwZGUxMTNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,3063,tt7604970,tt2467372,episode,True
Return to Skyfire,2017,TV-14,28 Nov 2017,5,8,21 min,"Comedy, Crime",Linda Mendoza,"Dan Goor, Michael Schur, Carly Hallam","Andy Samberg, Stephanie Beatriz, Terry Crews","When DC Parlov returns to the precinct to report his latest manuscript being stolen, Terry, Jake and Rosa go undercover at a fantasy convention to catch the culprit.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTNhOGE5OGEtOTRmMS00YzAyLWI1MjItMTBkMTAwNGVkZmRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,2782,tt7407100,tt2467372,episode,True
99,2017,TV-14,05 Dec 2017,5,9,21 min,"Comedy, Crime",Payman Benz,"Dan Goor, Michael Schur, Carly Hallam","Andy Samberg, Stephanie Beatriz, Terry Crews","After missing their flight home from a funeral in LA, Jake and the squad scramble to get Holt back to New York in time for a big interview.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOThjOWZhM2MtNzgwZS00ZDcxLTg5M2EtNWFhN2Y5ODk5NDUxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,3562,tt7469976,tt2467372,episode,True
Game Night,2017,TV-14,12 Dec 2017,5,10,21 min,"Comedy, Crime",Tristram Shapeero,"Dan Goor, Michael Schur, Justin Noble","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake helps Rosa break big news to her parents.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWFiOWI4OGYtMjRmYS00ZjVkLWIzMWEtYmE0YTA1NzhmODM1XkEyXkFqcGdeQXVyODMzODE3MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,3554,tt7577024,tt2467372,episode,True
The Favor,2017,TV-14,12 Dec 2017,5,11,21 min,"Comedy, Crime",Victor Nelli Jr.,"Dan Goor, Michael Schur, Aeysha Carr","Andy Samberg, Stephanie Beatriz, Terry Crews","Holt owes Seamus Murphy a favor, so the precinct searches for a loophole that will allow the captain to keep his end of the bargain without breaking the law.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzAyZDlkMTQtOGJhMC00MzBiLWIxZTUtZGE4ZDQ1MDBlOWYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,2769,tt7664804,tt2467372,episode,True
Safe House,2018,TV-14,18 Mar 2018,5,12,21 min,"Comedy, Crime",Nisha Ganatra,"Dan Goor, Michael Schur, Andy Gosche","Andy Samberg, Stephanie Beatriz, Terry Crews","After a threat from Murphy, Holt stashes his husband, Kevin, in a safe house with Jake. Rosa goes undercover at a salon. Scully reveals an actual skill.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzMzZjc1ZTctZWQ0Ni00YjU5LWFkYzctOTY2MDBmMjJlYWMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,3265,tt7742658,tt2467372,episode,True
The Negotiation,2018,TV-14,25 Mar 2018,5,13,21 min,"Comedy, Crime",Linda Mendoza,"Dan Goor, Michael Schur, Phil Augusta Jackson","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake runs into a familiar face when he's called in to negotiate a hostage situation with a jewel thief.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAzY2Y1YWQtNGM5Zi00MjFhLWE0MTktOWJiNjQ2ZTY5Y2JhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,3022,tt7667104,tt2467372,episode,True
The Box,2018,TV-14,01 Apr 2018,5,14,21 min,"Comedy, Crime",Claire Scanlon,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Holt spend all night trying to get a confession out of a suspect.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZWRlYzkwZmItYWFkOS00YTA3LTk5ZWItZjZmOTdmMTEwZTQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.5/10'}]",N/A,9.5,8740,tt8089526,tt2467372,episode,True
The Puzzle Master,2018,TV-14,08 Apr 2018,5,15,21 min,"Comedy, Crime",Akiva Schaffer,"Dan Goor, Michael Schur, Lang Fisher","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Amy investigate a series of arsons connected to Amy's favorite crossword puzzle author.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDhlODNiZmMtODdlMC00ZGYwLWJjNDAtNDQ0MzlhN2VhNzY2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,2919,tt7802280,tt2467372,episode,True
NutriBoom,2018,TV-14,15 Apr 2018,5,16,21 min,"Comedy, Crime",Trent O'Donnell,"Dan Goor, Michael Schur, David Phillips","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Charles get suckered into a pyramid scheme.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGE3MGUzMDEtNmI4OS00NDA0LThhZjYtM2U4ODA0MWEyZDk1XkEyXkFqcGdeQXVyODY4Njc0ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,2682,tt7820722,tt2467372,episode,True
DFW,2018,TV-14,15 Apr 2018,5,17,21 min,"Comedy, Crime",Jaffar Mahmood,"Dan Goor, Michael Schur, Jeff Topolski","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake meets his half-sister and she invites herself to stay.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjZjY2M1NDktNzljOC00OTVmLTgzZWMtNDliYjkyZWMyYWEzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,2977,tt8089530,tt2467372,episode,True
Gray Star Mutual,2018,TV-14,22 Apr 2018,5,18,21 min,"Comedy, Crime",Giovani Lampassi,"Dan Goor, Michael Schur, Jessica Polonsky","Andy Samberg, Stephanie Beatriz, Terry Crews",Pimento shows up as the insurance agent when a fire destroys Charles' food truck.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWIwOWI2NGQtMzMyYi00OTRlLTg0OGQtNTM3YmZkYmMyOWQ0XkEyXkFqcGdeQXVyODY4Njc0ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2640,tt7927932,tt2467372,episode,True
Bachelor/ette Party,2018,TV-14,29 Apr 2018,5,19,21 min,"Comedy, Crime",Beth McCarthy-Miller,"Dan Goor, Michael Schur, Carly Hallam","Andy Samberg, Stephanie Beatriz, Terry Crews",Charles plans a scavenger hunt for Jake's bachelor party; Amy's bachelorette party escalates when it's discovered she once slept with a member of her soon-to-be wedding band.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTBiNTRhNmMtODM4My00NjRiLWJiYWEtZGJiMzYwMThmZDVmXkEyXkFqcGdeQXVyODY4Njc0ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,2616,tt7953904,tt2467372,episode,True
Show Me Going,2018,TV-14,06 May 2018,5,20,21 min,"Comedy, Crime",Maggie Carey,"Dan Goor, Michael Schur, Phil Augusta Jackson","Andy Samberg, Stephanie Beatriz, Terry Crews",The Nine-Nine fears for Rosa's safety when she responds to an active shooter alert.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjEwMWYwOWYtODk3Yy00YmYwLTg2ZDYtMmQxYWUzYTFiZDcwXkEyXkFqcGdeQXVyODY4Njc0ODk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,2829,tt8037630,tt2467372,episode,True
White Whale,2018,TV-14,13 May 2018,5,21,21 min,"Comedy, Crime",Matthew Nodella,"Dan Goor, Michael Schur, Matt Lawton","Andy Samberg, Stephanie Beatriz, Terry Crews",Rosa and Amy track down a killer who's managed to elude them for seven years; Terry helps Jake with his wedding chores; Holt and his rival try to convince each other to resign from the campaign for Commissioner.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGFkMzYwNzktZmQ1NC00ZDM4LTg1OTItMTBlMTE5MDRjOTdkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2674,tt8090934,tt2467372,episode,True
Jake & Amy,2018,TV-14,20 May 2018,5,22,21 min,"Comedy, Crime",Dan Goor,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews",The squad rushes to save Jake and Amy's wedding day from a major threat.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODRjYmEzMjQtZDNhNy00MTVjLTlkNGYtMWQ2Y2E5YjBlMTYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,4229,tt8090936,tt2467372,episode,True
Honeymoon,2019,TV-14,10 Jan 2019,6,1,21 min,"Comedy, Crime",Giovani Lampassi,"Dan Goor, Michael Schur, Neil Campbell","Andy Samberg, Stephanie Beatriz, Terry Crews","An unexpected third wheel puts a damper on Jake and Amy's tropical honeymoon. Back at the Nine-Nine, Terry experiences a crisis of confidence.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGExNmM2OWItN2Y1MC00YWRlLTljNzktZDk4YTE1YmUzODQ1XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,3788,tt8405928,tt2467372,episode,True
Hitchcock & Scully,2019,TV-14,17 Jan 2019,6,2,21 min,"Comedy, Crime",Cortney Carrillo,"Dan Goor, Michael Schur, Lang Fisher","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake and Charles investigate a case of Hitchcock and Scully's from the 1980s; meanwhile, Amy's uniformed officers and Terry's detectives fight over limited resources.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmUyZGQ2N2EtMjY2Yi00ZjIyLWFlYzEtZjI5MjA3ZmIzYzFkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,3967,tt8408770,tt2467372,episode,True
The Tattler,2019,TV-14,24 Jan 2019,6,3,22 min,"Comedy, Crime",Jennifer Arnold,"Dan Goor, Michael Schur, David Phillips","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake and Gina attend their 20th high school reunion. Back at the Nine-Nine, Charles helps Rosa with her love life.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjRmOTJmOWQtYmVhNS00MGZjLTk2MjYtYzNmNGYzM2Q2ZjFiXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,2986,tt8408772,tt2467372,episode,True
Four Movements,2019,TV-14,31 Jan 2019,6,4,21 min,"Comedy, Crime",Luke Del Tredici,"Dan Goor, Michael Schur, Phil Augusta Jackson","Andy Samberg, Stephanie Beatriz, Terry Crews",Gina plays a high-stakes game of chess with Capt. Holt; Rosa and Amy take Gina out for a fancy brunch; Jake and Gina must use their wits to infiltrate a posh club.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTUyNzJiZDktZjcwZS00Y2U1LWEwMmYtN2IyZTg5NmFlMjllXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,3214,tt8408776,tt2467372,episode,True
A Tale of Two Bandits,2019,TV-14,07 Feb 2019,6,5,21 min,"Comedy, Crime",Cortney Carrillo,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews","Terry believes the Pontiac Bandit has gone back to stealing cars, but Jake tries to prove him wrong; the rest of the squad fight to keep Shaw's a police bar when some firemen stake a claim to it.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDUwNWZhY2QtN2IwNS00MzE4LWI3NTUtYmMxYjE3ZTUzOGU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,3085,tt8408778,tt2467372,episode,True
The Crime Scene,2019,TV-14,14 Feb 2019,6,6,21 min,"Comedy, Crime",Michael McDonald,"Marcy Jarreau, Justin Noble, Vanessa Ramos","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and Rosa must deal with a mother in mourning when they work on a difficult murder case with confusing evidence.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmVkOGVkYjUtNWQ4Yi00YTk1LWE4NTMtNDQ0ZTQ0YTVhNzlhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,3693,tt8408780,tt2467372,episode,True
The Honeypot,2019,TV-14,21 Feb 2019,6,7,21 min,"Comedy, Crime",Phil Augusta Jackson,"Dan Goor, Michael Schur, Carol Kolb","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake and Holt clash over the merits of a new hire in the 99th precinct. Terry, Amy, Rosa and Charles try to do something about the cluttered bullpen.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZjBiOTI3NWItMjNhZC00ZGVjLTk1Y2EtOWY0OTliNGE3NTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,3120,tt8408782,tt2467372,episode,True
"He Said, She Said",2019,TV-14,28 Feb 2019,6,8,21 min,"Comedy, Crime",Stephanie Beatriz,"Dan Goor, Michael Schur, Lang Fisher","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake and Amy investigate a difficult ""he said, she said"" case of sexual assault. Holt becomes suspicious after learning his lifelong arch nemesis died in a prison transport accident.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNDEzMGE5OTktMDE4MS00YmFiLWIwNDMtZTRhODBmNzIyMWJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,4947,tt8408788,tt2467372,episode,True
The Golden Child,2019,TV-14,07 Mar 2019,6,9,21 min,"Comedy, Crime",Claire Scanlon,"Dan Goor, Michael Schur, Neil Campbell","Andy Samberg, Stephanie Beatriz, Terry Crews","Jake helps Amy navigate the complicated relationship she has with her brother, David. Charles introduces some drama into an undercover mission involving Terry and Holt.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNzIxODlmYTAtOTA2Ni00YzlmLWIwMmUtMWU2NGMyZmY0OWQ4XkEyXkFqcGdeQXVyOTgwNDA1MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,2751,tt8408786,tt2467372,episode,True
Gintars,2019,TV-14,14 Mar 2019,6,10,21 min,"Comedy, Crime",Linda Mendoza,"Dan Goor, Michael Schur, Andy Gosche","Andy Samberg, Stephanie Beatriz, Terry Crews",A visitor from Latvia causes Charles and Jake to investigate Nikolaj's family. Holt and Amy bring in famed forensic scientist Dr. Yee to help close a case for Rosa.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWExZGZkNmMtMTFlOS00MTc5LWI4NzYtMjhmYjU5OWZjNTY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,2768,tt8408784,tt2467372,episode,True
The Therapist,2019,TV-14,21 Mar 2019,6,11,21 min,"Comedy, Crime",Rebecca Addelman,"Dan Goor, Michael Schur, Vanessa Ramos","Andy Samberg, Stephanie Beatriz, Terry Crews",Charles gets Jake involved in a case where a therapist reports one of his patients missing; Holt learns that Rosa has a new girlfriend whom everyone else has met; Amy thinks she mistakenly received a package for Terry.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzBiMjM4ZWUtZDY5OC00YWMwLTllZWQtNTYyMzc5NWFiZjQwXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,2803,tt8408790,tt2467372,episode,True
Casecation,2019,TV-14,11 Apr 2019,6,12,21 min,"Comedy, Crime",Beth McCarthy-Miller,"Dan Goor, Michael Schur, Luke Del Tredici","Andy Samberg, Stephanie Beatriz, Terry Crews",Work is so busy for Jake and Amy that they end up celebrating their anniversary while standing guard over a comatose patient in the hospital.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGJmNzBjMWEtYTk3Ny00ZjdmLWIwZjUtOGY5MDYxMTg1NzM3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,3104,tt8408792,tt2467372,episode,True
The Bimbo,2019,TV-14,18 Apr 2019,6,13,21 min,"Comedy, Crime",Joe Lo Truglio,"Dan Goor, Michael Schur, Madeline Walter","Andy Samberg, Stephanie Beatriz, Terry Crews","Holt and Jake investigate a case at Kevin's university. Back at the precinct, Terry and Amy take the squad out for lunch.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2FhN2MwMTgtMDE5YS00NDhlLTkwOTYtYjJlZWQ5ZTg1NjdhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,2687,tt8408796,tt2467372,episode,True
Ticking Clocks,2019,TV-14,25 Apr 2019,6,14,20 min,"Comedy, Crime",Payman Benz,"Marcy Jarreau, Carol Kolb, Vanessa Ramos","Andy Samberg, Stephanie Beatriz, Terry Crews",Jake and the squad must track down a hacker who has infiltrated the Nine-Nine's servers; Rosa deals with relationship issues; Hitchcock and Scully attempt to cook the perfect lasagna.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNGZmY2JkMmItZGY2NC00NWRmLTg3YTEtOGJkZDkyMDhjMmM2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,3261,tt9093030,tt2467372,episode,True
Return of the King,2019,TV-14,02 May 2019,6,15,21 min,"Comedy, Crime",Melissa Fumero,"Dan Goor, Michael Schur, Vanessa Ramos","Andy Samberg, Stephanie Beatriz, Terry Crews","When Gina returns to the Nine-Nine, Jake and Terry get drawn into her life. Holt learns that Charles' son, Nikolaj, may be a genius; Rosa copes with an injury.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BN2IyMTk5M2MtMWJjOS00Yzk4LTk4NTUtNzRkZmJkZThkZjBjXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,3092,tt9093026,tt2467372,episode,True
Cinco de Mayo,2019,TV-PG,09 May 2019,6,16,21 min,"Comedy, Crime",Rebecca Asher,"Dan Goor, Michael Schur, David Phillips","Andy Samberg, Stephanie Beatriz, Terry Crews","In order to distract Terry from the stress of his upcoming lieutenant's exam, Jake, Holt and the squad decide to hold the annual Halloween Heist on a new date, Cinco de Mayo.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2MxNjRlYTMtN2Q5Ny00NjZkLTliNjktOWMyM2E0YzNjNjdjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,3874,tt9093032,tt2467372,episode,True
